제목,내용,게시자,게시날짜
아픈 나...우울해yo(っ◞‸◟c),ㅜㅜㅠ . . . . . . . 여러분들은 조심하세요 근데 지팔지꼰 스불재라 할말이 없네요 제가 덜렁대다 다친거거든요ㅜㅠ 그래도 우울한건 맞음 ㅇㅇ 근데 또 울진 않음 나 제법 씩씩 할지도 그런데 점점 심각해져서 병원 갈 예정이에요ㅠ,소퍄의 일상 블로그 입니다,4주 전
???????????? ????????????????????,야호~~! 저는 할로윈 좋아합니다 이유:그릴 요소가 너무 많음 이런 이유로 올해도 해버린 스불재 ️할로윈 고정틀 커미션 마지막은 짝수맞추기용 ️할로윈카드 10인리퀘 ㅈㅅ합니다 3분은 내일내로..... 다들 해피 할로윈 되세요 미방 희재님 죰 잘나옴,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,4주 전
이미 지난 쿠키몬스터 1주년을 맞아 옆걷기 애니메이팅 과정 레츠고,"왜 애니메이팅을 했는가 이거슨 스불재.. 클튜가 아닌 처음 아이패드 프로크리에이트로 처음 옆걷기애니메이팅을 했는데 너무 재밌고 신기하고 배울점이 많았어요 원래 가벼운 낙서,러프용 할랬는데 어쩌다가 고퀄로.. 암튼 이틀만에 빠르게 작업했습니다 바로 과정 레츠고...",저지먼트_JUDGEMENT_,4주 전
Can we skip to the good part?,고통스럽다 그리고 유행의 마이쮸 애플망고 정말 짱입니다 내 최애맛 등극함 성미의 슬기로운 영문교 생활 1교시 영문교는 아무래도 스불재가 맞다.... 간만에 법후의 자랑 !!!! 연어랑도 가줌 ㅎ 당당하게 살자 모두가 법후에 등을 돌릴 때 꿋꿋하게 법후 바이럴하는...,3 O’Clock Things,4주 전
써야 할 블로그를 미루지 말아요,"어땠는지 꽤나 희미한 7월과 그래도 기억나는 8월들의 어울림 그리고 가장 최근인 9월 7, 8, 9의 어울림 게다가 내가 사랑하는 가을!! 근데 10월도 꼽사리 낌 너무 춥죠... 그나저나 밀리니까 정말 한도끝도 없네요... 7월 냠 근데 여긴 단호박 식혜가 걍 폼 미쳤음 그리고 블라스트...",우리는 바다야,4주 전
Two Part Christmas 합작 모집합니다,"연댕은 파업보수하러 갑니다!:part 1/그림/아….뭔가 스불재인거 같긴 하지만 최선을 다해…볼게용,,, 소다슈는 파업보수하러갑니다!... 지리는 무채색이지만 특별해요 : p.2 / 그림 / 스스불재.. 꿈뜰거리는 꿈뜰이는 무채색이지만 특별해요:p2/타이포/학교,학원,숙제에...",픽셀리(Pixely) 비공식 팬카페,4주 전
대만 일상 (1),"너무 지친다 얘 내가 집으로 갈 게 아니라 집이 인천으로 와야겠는데 지금 비행기 2시간 반 고거 탔다고 발이 너무 부어서 아픈데 집 가서 휴족시간 붙이고 냅다 자야지 안되겠어요 ㅎㅎ 사실 가서 과제해야 됨 스불재 레전드야~! 아무틈 3, 4일차도 금방 또 써볼게요? 아...",はる,4주 전
또 댓공 유행인가요,전 전 댓공으로 만신창이 됬었는데... 아 진짜 무한리퀘.. 열심히 해결은 해보려는데 진짜..하.. 다들 행복한 스불재 되세요~~ 쫀저~~ 묻방,★ 초보 그림 카페 ★,4주 전
2030 MZ 신조어 드르륵 칵 중꺾그마 라고할뻔 ~,~의 축복이 끝이 없네 오우예 씨몬 폼 미쳤다 꾸웨엑 추구미 중꺾그마 스불재 잼예 ~겠냐 가나디 항마력 드르륵 칵 뉴런 공유함 복복복... 스불재 스스로 불러온 재앙 꾸웨엑 ? 후회해? 너혹시 꾸웨엑 ? 추구미 내가 원하는 이미지 . 이 차는 내 추구미 중꺾그마 중요한건...,알로하 카무카무,4주 전
스불재,쏘우주님 그려드렸을때.. 채색 덜 했지만 올려봅니다.. 라더님 그리기 너무 어려운거 아니냐구요..ㅠ 거울덕 쓸때없이 못생긴 그림들 봐주셔서 감사합니다. 숙제 미룬거 들켜서 그림도 못 그리는 상태에 게임도 몰래하는.. 뭐 할 말은 딱히 없으니 이만 물러가겠습니다.,얼음땡 온라인 공식카페,4주 전
2024d-65:(,하고 돌아오는 길에 낚아온 붕어들 처음으로 판다 세상 구경 시켜주고 ...녬...?? 스불재 미나리 새우 파스타라는 걸 만들어 먹었어요 맛있는 커피도 마시고 학교가 예뻐지기 시작 원래 12월 31일에 올리고 싶었는데. 참을성도 없고. 공부도 하기 싫고. 그래서 올렸습니다. 끗.,20231030-,4주 전
✎✦✧ 주간일기 10월(4),스불재인데 미안 ㅎㅎ 그래도 완성된 음식들은 넘넘 맘에들었다. 호박씨 사기 싫어서 애호박 테두리 부분으로 꼭지 만들었는데 괜춘!! 요리하고 10분만에 트리 만든 나 대단하다;;; 또 강제 티타임도 즐겨주고.... 예쁘게 만들고 싶었는데 커튼이 쭈글해서 계속 신경쓰임.. ㅠㅠ...,✿✿✿✿✿,4주 전
두 번째 기타 일기(2023.10.30),사전 모집이었는데 어떻게 신청하는거지 하고 폼 내용 보면서 입력하고 제출 눌렀는데 사실 그냥 신청되가지고 하는 느낌.....스불재....? 이게 금액 결제를 해야해서 폼 작성하고 결제 창으로 넘어가는 줄 알았는데 그냥 폼으로 끝나고 결제는 나중에 따로...,Seul.blog,4주 전
네일연ㅣ깔끔하고 꼼꼼한 네일 전문 평택 네일 맛집 내돈내산,"이 것이 바로 스불재.... 스스로 불러온 재앙,,, 오늘은 이렇게 가을 느낌의 색상 + 둥근 스퀘어 쉐입 조합으로 해보았어요. 제가 워낙 기본만 좋아하다보니깐 취향을 잘 알고계셔서 너무 좋아요. 이래서 단골집이 생기나봐요. 아래는 제가 근근히 찍어뒀던 네일연에서의...",수수주택 ღ,4주 전
스불재..,낼 영양학 시험인데 언제 다하지? 일단 눈물 닦는데 1시간 30분은 걸리겠는디,인생 한방,4주 전
후루꾸 문답,매일매일 후회하며 사는 인간 스불재가 가장 잘 어울리는 인간 그 사람이..... 바로 나예요... 2. 당신의 연인이 핸드폰 잠금을 풀어 보여달라고 한다면 당신의 반응은? 참숯가마 헤어자지 3. 약속시간을 몇 분까지 기다릴 수 있는가? 씨발 당연이 기다려 줄 수 있지 우리...,⠀,4주 전
"#10월, 시간은 금이다! 뭐야 금으로 줘요;",대교 건너자마자 따릉이 반납하고 버스탐 다시는 이런 짓 안할거임 스불재...밑인연.... 시온...시온....시온.... 시오나 이빨에 김껴써 깊티 받은 치킨 잘 먹었급니다. 푸 라 닭 준나 맛잇다!! 남기면 꼭 다음 날 생각남;;;; 다음엔 뭐여뜨라 그 아 왜 그거 있자나 어어ㅓ 그거를...,Jimin is Jane,4주 전
평범한 기적의 북토크 참여하시는 언니분들 주모옥~! ^^ (드레스코드있어요),"(으흐흐흐) 북토커의 북토크를 진행한다고 하니 무척이나 긴장되고, 스불재 (스스로 불러온 재앙), 스불재 하며 제 머리를 몇 대 스스로 때렸지만 북토크계의 유재석(평범한 기적을 지칭하는거 아시죠?)과 함께하는 북토크라 편하게 언니들과 즐기렵니다! 북토크 후에는 함께...",언니공동체,4주 전
ュ...ユ...그 주문하신 밀린 일상입니다,☺️ 외근 끝나고 금요일 일찍 마감이요 기다리고 기다렸던 쌀국수 택배 이걸 위해서 전날 양파/마늘 절임을 산더미처럼 만들어벌임 스불재의 삶 어떤대.. 절임들은 일주일 만에 다 먹고 또 만듦 ㅋ ㅋ ㅋ ㅋ ㅌ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 새싹 자라나는 시즌.. 강렬했던 제주도...,unknown world,4주 전
#23 과제하기 싫을 땐 블로그를,약간 계획 짜면서 조금 스불재(ㅋㅋㅋㅋ)같다는 느낌도 들었지만 그래도 우리가 이만큼 열심히 하고 있다! 열정적으로 하고 있다! 란 기분으로 으쌰으쌰하면서 열심히 머리를 맞댔다ㅎㅎㅎ 힘든 과정이지만.. 그래도 이게 다 피가 되고 살이 되는 경험이겠지..? 분명 그럴...,좀 더 진솔한 나를,4주 전
10월,대화주제가 잘 기억이 안나고 귀가 아팠던건 기억남 스피치 결석의 결과: 공강날 학교 가야댐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하아…… 자업…자득… 스불재…라고 하죠 보통 이걸…? 웃겨죽것음 사실 하나도 안욱김 ㅠㅠㅠㅠ … ㅠㅠ… 태영이랑 손잡고? 가기류 했음...,5°5:5,4주 전
23.1023~1029,이러면 이제 일요일 제외 월화수목금토 전부 11시 귀가임 하 내가 선택하긴 했지만 이게 바로 진정한 스불재가 아닐까 원래는 김선생가서 저녁 먹을려고했는데 일단 자리가 없을뿐더러 참치김밥 가격이 5800원임 ㅅㅂ? 장난하나 그 돈으로 누가 김밥을 사먹냐고 터덜터덜...,공룡이 될거야,4주 전
뮤지컬 사칠 231029밤 후기 김찬종 이종석,이건 스불재 잖아요 ㅠㅋㅋㅋㅋㅋ) (스스로 불러온 재앙) * 종석이준 “이거 다 >>너<< 때문이잖아 그리고 종석이준이 형이랑 현장에서 해결해보자 듣고 정말 정원이 믿는듯이 희미하게 웃기까지 하며 알겠다고 하다가 파란 조명 속에서 무표정으로 고개 들고 형 내근직은 내가...,봄,4주 전
[일상] 드디어 시험이 끝났어요,다음 날은 시험 기간이었지만 스불재로 인해 롯월 알바에 갔다.. 캐슬 갔는데 다크문 표지가 다 찢어져있었다.. 이게 뭔 일이야하고 그냥 다 수거해서 펼쳐놨다 (근데 롯데월드 다크문 왜 안끝남????? 빨리 다른거 하세요.) 누나가 올려달라고 함~~ 오랜만에 물품받으러 수령실.....,누군가의 삶,4주 전
10월의 아기공주 일상,시작햇습니다 스불재의 시작이엇는데요? 욕심이 많은 저는… 기존 발표물이 성에 차지 않앗고 결국 나서서 피피티를 처음부터 다시 만들기 시작햇습니다 씨빨전진짜살아갈수가없엇어요… 생리터짐이슈로 예민력max미친치와와 된 와중에 피피티를 새로 만들기 시작햇고 제...,아기공주얼레벌레일상,4주 전
연구실에 살림 차린 사람들,"10/27 (금) 문자매크로봇이 된 나 스케줄 조정하고 통지 문자 보내고 넘 스트레스 허나 스불재니 누구를 탓하리오 말고는,, 최근 계속 밤을 새다시피 해서 쉬었습니다 10/28 (토) 시험공부를 했습니다 다들 시험이 끝났지만 저는 월요일까지 시험이 있어서요 그래도 쉬운...",live your life,4주 전
자,일단 그림 할로윈 1개 맞리퀘 1개 그 스불재 1개 합작 1개 이정도면 1개 더 해도 되겠나..? 아 몰라 걍해,오늘도 물 흐르듯 흘러갔으면,4주 전
231028 [단독] 한강공원 시민들 책 대신 윤하언니 얼굴 보며 마음의 양식 챙겨 충격... (2023 책읽는...,28일 토요일엔 윤하언니 안산 유니온 페스티벌이 예정되어있던 날이었음. 한창 대축 시즌 때 예정되어있던 오프고 집에서 좀 멀기도 하고... 여러가지 사유로 안갈 예정인 오프였음... 때문에 나는 그저 집에서 혼자만의 달콤한 주말을 보낼 생각이었으나 갑자기 발생한...,일상 아카이빙,4주 전
[1일1장글쓰기45일] 피곤해,12시부터 시작된 하루 2만자 쓰기 도전 아니 이건 도전이라고 부를 수는 없을 것 같다 그냥 스불재 그 자체....가 아닐까. 현재 207페이지다 어제 194페이지였는데 내가 맞게 가고 있는지조차 알 수 없어요 하지만 가야해요 ㅜ.ㅜ 지난 주엔 220페이지 정도에서 끝낼 수 있을...,pupil0417님의 블로그,4주 전
무기력한 10월 마지막 주,그냥 쉴 수 있을 때 쉬어야 하는데 이게 다 내 스불재다. 그래도 퇴근은 그리 늦지 않게 했습니다. 2023년 10월 24일 화요일 (출근해요) 오늘은 일찍 출근하기 위해 비장의 카드(엄마 나 깨워죠 찬스)까지 쓰고 일찍 나와서 출근 완. 그래도 사람은 많더라. 진심 오늘따라 너무...,소소한 낙,4주 전
니나선배 대사 읊는거 보고 느낀점.,신령님은 아직 핀볼이에게 지지않은것 같단말이지 역시 신령님한테 뭐하나 제대로 시켜본적없는 허졉 쟈코들 ㅋ 이긴 줄 알았겠지만 사실 신령님이 전부 이긴거니까 말이지?!? 내가 보기엔 아부부도 니나선배한테 주는게 나을것같다고 풉! 다음 주 토요일은...,'Cafe in Hertz' 버츄얼 헤르츠 공식카페,4주 전
10월 넷째주,이모의 스불재 이 집의 규칙 : 모두가 밥을 안남기고 다 먹어야 간식을 먹을 수 있음 을 들먹이며 다 먹으면 간식 먹을 수 있다고 입 털었다가 결국 할아버지가 내줄 카드로 아이스크림을 사먹였다고 합니다 동생이 집에 있는 간식(대부분 내가 일본에서 사온 것...) 먹이면...,삿포로시민 외국인근로자 sweetestone님의블로그,4주 전
누가 맞고 틀린 게 아닌 걸 모두 다르게 살아가 듯 전부 좋다구,이거 ㄹㅇ 양 개많음 자윤이가 준 선물봉투 출근가방으로 쓰는 ing 이거 스불재 원인인 케이크.... 말하면 ㅈㄴ 길어서 걍 말안할래요...ㅅㅂ 근데 ... 그렇게 고생을 했는데 생각보다 걍 그랬음...ㅠ 일단 그냥 내가 무화과를 별로 안좋아하는 건 알겠다.. 이 날....추석...,내킬 때만,4주 전
뻘) 왜요? 제가 청바지랑 다른 옷 같이 빨아서 이염된 거 보고 망연자실한 사람처럼 보이세요?,파랗게 물들었어 조승연이 부릅니다 파랗게 +) 하 ㅜㅠ 이염된 옷들 과탄산수소에 담궈두긴했는데 진짜 ㅋㅋㅋ넘 빡친다ㅠㅠ 진정한 스불재 +) 오늘 그대들 어떻게 살 어쩌구 저쩌구 보러 가려했는데 이염땜에 머리아파서 포기 +) 오웅 이거 마싯겠다...,Une Saison au Paradis,4주 전
미련이 많은 사람은 어떤 계절을 남보다 조금 더 오래 산다 (개강 9주차,발생항 스불재임 그래서 블로그 쓸 시간과 정신도 없었습니다 요일감각 다 뒤졌구요 고로 내용이 좀 이상해도 봐주시길 바랍니다 현시이 수업 들으면서는 기깔나게 딴짓하기…ㅎㅎ 재난서사 과제 제출 페이지는 열렸는데 제출 버튼이 없길래 버튼 열어달라고 댓글 달자마자...,알파별 외계인이 내 블로그에 남긴 방명록,4주 전
스불재,철푸덕 어디 가면 주저앉고 싶어하는 나 같음 아미미술관이엇습니다 초딩같은 울아빠 ㅋㅋ 포포 열매 파인애플맛이랑 바나나맛이 같이 난다 천안 성당 방문.. 신부님이 우리 가족을 기억하고 있어서 너무 놀람 한 번 봤는데; 밍이와 덩말 오랜만에 만낫다 교육끝나고 온...,비정기적일지,4주 전
<그대들은 어떻게 살 것인가> '조류공포증' 있는 사람이 본 리뷰 / 빵돌비 후기,이 영화를 내 발로 걸어들어갔다 스불재 보통 그리고 조류공포증이라고 해도 애니메이션으로 표현된 조류는 그 공포가 드는 지점이 좀 완화가 되어서 괜찮은 경우도 있는데 이 영화는 정말 안 괜찮음!!!! . 그렇다면 어떤 부분 때문에 조류공포증은 보지말라는 것인가? 이...,Never fades out,4주 전
[20.Blog] 10월 29일 오늘의 블로깅,오늘의 식사 짜장미엔 ♀️ 오늘의 대화 꽃밭 보이. 오늘의 소비 짜장면과 몬스터. 오늘의 행복 행복하지 않아.. 곧 불행이 들이닥칠 예정 진짜 스불재란 이런 것이구나.... 오늘 먹은 게쩌는 짜장미엔 공유해요.. ⭐️,보글보글,4주 전
안녕 너를 향해 나는 매일 달려,"지나간 흔적이 안남더라 가짜 비행긴가,,, 암튼 할일 개많은데 하나도 안하고 놀았으니 벌로 일주일동안 개같이 바쁠예정,,, 스불재이기 때문에 잠죽자 하면서 잘 버텨보겠습니다 다음주면 벌써 11월이라고~! 저는 11월을 사랑하는데요 햄스터와 아기쿠로미의 생일이 있기...",surround by overflowing love,4주 전
