제목,내용,게시자,게시날짜
이제는 더 이상 미룰 수가 없다! 6月~11月일상,부힛 파워 미챳다ㆍㆍ 아기돼지신이 우릴 도왔다 갑자기 아웃소싱에서 회사가 부도가 나서 출근하기 어렵다는 연락을 받고 이제 변명이 여러 가지네라고 생각했는데 이왜진? 응~ 뮤지컬 안 봐줄게~ 응~썩고 썩은 고인물문화 돼버릴게~ 2인 극에 7만 원 선 씨게 넘어버릴게...,The Right to Be Happy,4주 전
개강~10월 블로그,"김혜성, 이정후 만나면 좋겠다~ 했는데 이왜진 손 부들부들 떨리고 생각보다 훨씬 잘생겼고 결혼하고싶고 야구장 7252840회차는 중계도 같이 봅니다 어쩌다보니 두 번째 만났네 사진찍기 전에 살짝 흠칫하는거 나만 느꼈나 진짜 이광수 탐내지마 전혜지 내꺼야 요새 내 픽...",밍기적,4주 전
23-10,유튜브로 드라마 요약 보는데 이왜진 쉰한돼 ... 얘네 뭐죠? 하ㅜ 개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오줌 싼 어리둥절 라니 얘 봐라 하는 카야 바벨 드는 거마냥 번쩍 들고 있는 현규까지 진짜 코가좍 너무 귀엽고 웃기다ㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 호주 1나 몰랐는데...,블로그,4주 전
"10/22/2023-10/29/2023: 행벅, 추억, 그리고 언포기븐",쟈인 방에서 애벌레가 나와버림 샤워다하고 침대에 기대어있는데 문자보고 뛰쳐나옴ㅋㅋㅋㅋㅋㅋ 이왜진..왜 이런일은 쟈인에게만 일어나는걸까 컨테이너에 원래 lady beetle 있었는데 냅다 여기에 애벌레 넣고 ufc마냥 지켜봄 (꽤 흥미진진함) ㄹㅇ 여기가 곤충...,.,4주 전
쎄이 영,마산대에 홍박사 왔다길래 홍박사랑 작업치료과 교수랑 콜라보 했으면 좋겠다고 생각했는데 이왜진? ㅋㅋㅋㅋㅋ 진짜 마산대 덕분에 마산 위상 올라가는 거 같아서 기분이 좋습니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 서울대 고려대 연세대 “마산대” 10월 21일...,（╹◡╹）,4주 전
폰타인 영국 배경이라서 설마 음식 정어리파이 있나했는데,진짜 있네ㅋㅋㅋㅋㅋ 이왜진 미방,원신 공식카페,4주 전
뇌절이라고 생각한 너네들의 머리를 부숴준다,사건의 발단 뇌절도 그만하라고 수많은 모멸과 멸시속에서 한 실험이 시작됐다 ??? 이왜진?,드러머 수빈 공식 팬카페,4주 전
I am 혼란이에요(10월 일기),#이왜진 #이게되네 의 표본이라고 할 수 있는 우리의 #데블스파티 친구의 제안으로 시작된 파티기획 사실 될지 몰랐는데 막상 사람이 모아지고 순조롭게 진행되니 정말 신기하고 감사했다 (술마시고 난동부리는 사람 없어서 감사했음;) 중복인물 퀴즈랑 알파벳 퀴즈 등...,진이쓰의 청춘일기,4주 전
"2023年, 10월의 Daily","세종으로 잡은 건 다 이유가 있었다..♀️ㅋㅋㅋㅋㅋㅋㅋ 공연 며칠 전 셋리가 올라왔는데 아닠ㅋㅋㅋ 이왜진? 넌괴물이ㅋㅋㅋㅋㅋㅋ 진짜?ㅋㅋㅋㅋㅋ 정장동쟠 볼 수 있게 되어 동더쿠는 이 날만을 기다렸써요ㅠㅠㅋㅋㅋㅋㅋㅋㅋ 진짜 평생 잊지 못할, 다시는 볼 수 없을...",ʕっ•ᴥ•ʔっ,4주 전
10월 일상 | 인생 우동집을 만난 경주 여행과 칠렐레 하루들,만남 ?이왜진? 붉말게 모임 가는 길 만난 불꽃놀이 이른 저녁부터 왜 불꽃놀이지 엘지 우승해서 축포 터뜨리나 했는데 맞는 듯.. 스페인음식 맛있었네 비싸도 맛있던 곳 또 오려고 포인트도 적립함 왜 집에서 하면 감바스도 맛이 덜해질까 동화 찬스 성심당 나이스 스윗한...,지니 포 유어 드림✨,4주 전
개빡센 10월 일상(?),산책하다가 우연히 폴블랑코 봄ㄷㄷ 이왜진 귀찮아서 안나가려다 나간거였는데 뜻밖의 행운이~ 엊그제까지 폴블랑코-그런일은 라이브 영상 무한반복했는데... 별안간 산책하다 마주칠게 뭐람 세상에.. 라이브 정말 잘하더라 고막이 녹아요~~ 인생 첫 혼여행을 떠난 그에게...,행복이 줄줄이,4주 전
2023년 9월,이왜진^^..... 지난번에 블로그에 올린 키링 글을 작가님이 직접 보시고 인스타에 박제시켜주심..ㅠㅋㅋㅋㅋ 귀여우셨다니 다행입니다.... 이 날 곰돌이 케이크 주문만 두 건이였어서 오후에 또 작업시작! 저 베이지 컬러 만들기 아주아주 어려웠고 힘들었지만 결과물이 너무...,은디로그,4주 전
20대 여성 대상포진 후기 (1) 이왜진•••,안녕하세요 제가 대상포진이라고 합니다 저도 정~말 황당한데요;; 일단 검색을 통해 정보를 얻고자 하는 분들이 계실 것 같아서 조금이나마 도움이 되고자 글을 적습니다 환자 정보 24세 (만 23세) 여성 주 2~3회 헬스 다님 수면 대개 7~9시간; 최근에 좀 늦게 자고 늦게 일어나긴...,블로그녕 뭘로 하지,4주 전
뜨거워지는 중,"합격하면 약간 ""이왜진?"" 느낌으로 좋은 거이구, 불합격하더라도 나는 이번 경험을 통해 내 학벌로 대기업 서류를 뚫었다는 자신감을 얻었고, 내가 마케터라는 꿈을 향해 잘 걸어오고 있구나를 알게 됐다는데 의미가 있다. (이건 마치 키의 Good&Great을 배경음악으로 틀어야...",열정수집가의 일기장,4주 전
제가 시험이 망한 거 같으새오?,"겨울방학 때도 이용 오네가이시마스 (^_−)−☆ 시험 야물딱지게 말아 먹고 그녀와의 데이트 ••• 미미표 오꼬노미야끼 일본 안 가도 되겠는 건 아님 백만년만에 글램핑 뮤이마라 모르는 사람 이왜진 ,, 배드민턴 채 5개 날림 무엇보다도 내기에 진심인 사람들...",☻,4주 전
마음의 햇살,이왜진? 곧 봅시다 그리고 또 마이걸들 만남! 수학학원이 맺어준 인연이 어느덧 2년을 넘깁니다 아 또 보고십네 얘들아 마자 나 자랑할거 있더 ㅎㅎ 연경웅니랑 다띠 버블!!! 돈이 생기면 가장 하고싶었던 것 1위=버블 이 여자들이랑 대화하면 너무 맘이 따땃해짐 꼭 직관으로...,Journey of Youth,4주 전
2023. 10월 4주차 무릎을 위해 술을 줄여야 할 때입니다...,고기 먹고 나왔는데 사람들 잔뜩 모여 있어서 아무 생각 없이 '창현거리노래방 이런거 아님?ㅎㅋ' 하면서 나왔는데 이왜진. 진짜 창현거리노래방이었음. 오후 4시에 대기 걸어둔 짱구팝업스토어 6시 20분경 입장...! 이러한 것들이 있구요? 사실 짱구 극장판은 거의 안봐서...,요르일기장(뽀로로/28.5세),4주 전
쭉정이의 이것저것 #55,싶었는데 이왜진 아 황인준 벌써 귀엽닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 10월 29일 일요일 출근.. 오.. 뉴 팀 이름일지도 모른단다 오...? 솔직히 처음엔 위시가 뭐냐 싶었는데 드림-비전-위시로 이어지는거 아니냐 는 글 보고 갑자기 괜찮아보임 하 이제 진짜 애기들 데뷔가...,HAKUNAMATATA,4주 전
시나브로,수학공부도 해야하는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 미쳐버리겠다 내일의 나야 화이팅 ✌️ 나 오h 방송부 대표로 이름 올라가있냐 이왜진? 월수금 라디오는 거의 혹사수준이었다 .. 하지만 같은 작가인 친구가 거의 마더테레사급으로 다 해주었기에 무사히 한 주를 넘길 수...,Local Disk (Y;),4주 전
요즘 커뮤니티를 뜨겁게 달군 논쟁 <<<<< 이왜진,왁쥬랑 방송을 뜨?겁게 달군 논쟁? 일방적 패기? 가 일어나긴 했네요,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
10월의 어느 멋지지도 않은 삶,면접이 이왜진 ?? 물론 면접은 개조까치봄. 왜냐. 컨디션 올해들어 최악이었음 밥 사주는 여자친구 어때 ? ㅋㅋㅋㅋㅋㅋ말이 이상한게 개웃김 남자 = 돈가스 나 롯데리아에서 알바하면 잘 할 수 있을 듯 삼겹살 먹구 젤라또 사러갔는데ㅋㅋㅋㅋ 사장님께서 중량은...,스불재,4주 전
"갈것이다, 여행","전주로 바람이 쌀쌀해지면 아무 이유 없이 몇 번 안 가본 전주가 가고 싶어진다 이왜진...(?) 무튼 같이 갈 사람 하나 없으니 나 혼자 간다! 교통비 주중에 다녀오는 거여서 당연히 KTX가 전부 넉넉할 줄 알았는데 이게휀걸 . . . 가는 것도, 오는 것도 생각한 시간대에 가기는...",오늘도 널부렁,4주 전
[#캐럿일기] 까망고양이 전원우의_ 생일_대잔치,"하고 럭드 5번하려고 처음에 딱 긁었는데 이왜진… 저..저 럭드 첫손님이 저였는데요.. 예,,,,의도한건 아니었어요,,진짜에요,, 근데 첫번째로 되니까 갖고싶은 액자를 고를 수 있어서 좋더라구요 헤헿 이 아이는 이제 제껍니다.❤️ 예. 안경쓴 원우 있으니 이친구는...",소소한 일상에 덕질 한스푼,4주 전
??? : 야 우리 다다음주 수능임 엌ㅋㅋㅋㅋ,"이왜진 네 반갑습니다~ 고삼 어서오고 수능 전 마지막 글이 될 것 같다고 했지만 근황 정도는 괜찮지 않을까요 궁금해할 사람이 있을까..의 문제는 제쳐두고 현생 열심히 살고, 시험 치고 나면 그림도 열심히 그리고! 매우 행복한 라이프가 될 것이기에 너무나 기대가 됩니당",★ 초보 그림 카페 ★,4주 전
"??? ㅃ글로 캎 조회수 1,600 이게 되네 ㅋㅋㅋ",보닌 얼마전 명캎에 요런걸 올림 https://cafe.naver.com/arknightskor/1083385?tc=shared_link 똑같이 1캎에 먼저 올렸었는데 이왜진 조회수 1600 찍힘 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 결론 : 1캎 화력 확실함 명캎에만 상주하다보니 이런 화력이 싱기하다,명일방주 공식 카페,4주 전
삭비야 '개피곤한'이 영어로 뭔지 알아?,이왜진?,습도 01.771 %,4주 전
[오메]포항에서 제일 유명한 물회집,되었습니다ㅠㅜ 이왜진 아무튼 이집은 광고 아니라도 10월말에도 잘되는집이라 저의 비루한 게시글을 광고로 착각해주시지는 않겠지요♂️ ㅋㅋㅋㅋ 까기밖에 인한것같지만 저는 요집을 조아합니다 물회를 처음접하시는분들도 마싯게 드실만해요! 포항 놀러오시면 한번...,"닌텐도 스위치 한국 커뮤니티[동물의숲,포켓몬스터,젤다,마리오]",4주 전
이상형 월드컵 추천,이왜진 월드컵 이상형 월드컵 - 이왜진 월드컵 PIKU,해득이 방구석,4주 전
뭣? 스폰지밥 로리신레퀴엠?,https://youtu.be/pxkSkfGZ-OY?si=5EGFs7Fry85y6T_1 이왜진?? ㅋㅋㅋㅋㅋ,디아나 팬카페,4주 전
이 친구들은 자꾸 광화문에 가요.,지대로 얼며든 줄 알았는데 ㄹㅇ 이왜진;;) 제가 봐도 너무 예쁩니다.. 부경이 언니 사진 실력은 대체 어디까지.. 그리고 저 안에 있는 분위기가 너무 물씬 담겨있어서 너무 인상적이예요.. 저 사진 안에 있는 4인도 뭘 하려 하지 않아도 그 자체로 너무 예쁘더라고요.... 흑 이게...,서울시립대학교 중앙풍물굿패 얼씨구♥,4주 전
한주일기 | 22년 28주차(0710~0716),"*주일: 교회가는 길, 새 옷, 새 신발은 주일에 개시하는게 국룰이지ㅋㅋㅋㅋㅋㅋㅋ(농담입니당) | 초딩친구들, 주기적으로 만나서 놀기도 하고 서로의 삶을 업데이트 하는 것은 참 재밌고 좋다 월: 쟁반짜장 밥차려먹기 귀찮은 날은 외식이 짱이지 금: 래플당첨, ....",감성팔이의 추억 blog,4주 전
발리 캠핀스키 원베드 풀빌라 발리 신혼여행 누사두아 호텔 추천,"안내판인데, 이왜진..? 이걸 보고나서는 문 열 때마다 원숭이가 있을까봐 조심스럽게 문을 열었는데, 원숭이는 한번도 못봤다 1베드룸 빌라는 총 2층으로 된 객실이었다 다이닝룸과 침실이 분리되어 있다는 게 장점이었던- 다이닝룸이랑 침실이 분리되어 있으면 좋은 점은?...",adorable10.6,4주 전
인간의 추락은 나약함,"이왜진? 우리나라 금메달도 좋은데 승호선수 군면제가 제일 기뻤다네요 야무진 와카 잘 먹고 댕기라 강쥐야 네 저는 잘 먹고 다닙니다 유부초밥 산을 보세요 제 한 끼임 저거 피크닉 사재기해서 하루에 하나씩 처리해야돼요 3월, 6월 이후로 오랜만에 친선경기 ️ 1등석만...",zzZ,4주 전
메타몽 3차퀘 재료 진짜로 다른데?,이왜진?,엘소드 정보 공유카페,4주 전
대구 성서 맛집 / 성서 야끼니꾸 맛집 “하지메” 야끼니꾸 찐 맛집 데이트 장소로도 강추,"찐 전문가셨음 하하 이왜진!! 저희는 단품 메뉴가 전부 다 나오는 스페셜 세트(49,000원)를 시켰습니다 이런 야끼니꾸에는 사케나 맥주를 곁들여야 하는데 짝꿍이 차를 끌고 와서 술은 마시지 않았어요 아깝다... 담에는 맥주랑 ㄱㄱ 기린 생맥주랑 하이볼 세트도 있어요...",챈먹부림,4주 전
화장실을 마음 편히 못가는 사람이 있다?,"이왜진? 자자 다들 상상을 해봅시다 이 순간은 다들 엠비티아이 N이 되어봅시다 녀러분이 학교, 회사, 집, 친구랑 만나서 놀다가도 화장실이 가고싶으면? 너무나 당연하게도 화장실을 가죠? 하지만 이게 불가능한 사람이 nn억명이라는 것이..... 믿겨지나요? i'am not 신뢰에요...",yugayeon_님의 블로그,4주 전
8월 일상 (3),"빨.주.노.초.파 겹치는거 하나도 없이 편의점 눈치 게임 성공 기가 막히게 좋아하는 것들로만 뽑았는데,, (보고있나 우지원) 2차는 대구에서 포장해온 낙곱새에 경주 손맛 더하기 사리도 섞어 먹구 야무지게 볶음밥까지 먹는 와중에 문제의 우지원 등장 ? 포항인데...",Jwi log,4주 전
개xx가 선넘네요...,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
진개전 딴지 5개월 만에 별 5개?!?!,5월 10월 이왜진,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠 공식카페,4주 전
콩쥐팥쥐를 아십니까,방금 일하다가 주소란에 콩쥐팥쥐가 적혀있어서 뭐지 장난치시는건가 했는데 이왜진 ㄴㅇㄱ 진짜 그 콩쥐팥쥐의 콩쥐팥쥐 임. 출처 01. 일하다가 놀래서 검색해봄. 출처 02. 기사전문 https://www.domin.co.kr/news/articleView.html?idxno=1091264,홍쿤의 기사단야영지 :: <홍쿤 팬카페>,4주 전
2023 춘천마라톤 완주 그리고 PB,3:17라니 이왜진.. 너무 뿌듯했고 멀게만 느껴졌던 싱글 그리고 불가능할 것 같았던 Sub3도 가능할 수 있을 거라는 희망이 생기는 대회였다 모바일 기록증 순위 랩 타임 1-5km 23:09 6-10km 23:16 11-15km 23:56 16-20km 23:22 21-25km 23:48 26-30km 24:02 31-35km 23:28 36-40km 23:02 피니시 09:18...,달리면서 든 생각,4주 전
코타의 마지막,"이왜진 가까운 시일안에 만나기로 했던 분들이나 같이 일하는 분들께 돌릴 과자 몇 개를 사 가지고 널널한 캐리어에 한데 챙겨 넣었다. 밤비행기까지 많이 남은 시간, 라운지 이용이 불발되어서 어디를 가야 할까 고민하며 짐을 챙겨가지고 체크아웃 직전에 다시 들린 힐튼...",weeeeeeeek!,4주 전
한국 오리지널 팩???,출처: https://youtube.com/watch?v=mtXPd0X6o_U&feature=shared ?????? ㄴㅇㄱ 이왜진...?,팀 인간젤리,4주 전
10月23日 - 10月29日,"이왜진..? ㄴ다담주에 만나요,저희. 저녁으로 버섯탕아니고..샤브샤브를 먹고 후식으론 벤엔제리스. 일요일은 진짜 하루종일 1,2,3 무한 반복. 큼큼.. 이번 블로그는 여기서 마치겠어여. 좀 길었죠..? 담주도 아마 이만치 분량이 나올지도..? 다덜 월요팅팅팅탱탱탱~! 담주에...",A-Z,4주 전
똥물뒤집어쓰기,쪼꼼햐 와중에 몸무게 나랑 얼마 차이 안 나는거 실화냐 다이어트 자극 이왜진? 할 것두 없어서 보드게임 하러옴! 보드게임하러 온거임 밥머그러온거아님 오늘 우희찬 나한테 한 판 이기고 다 졌다ㅋㅋ 패배자의 절망 오늘 사진 망ㅋㅋ 다음부터는 포토그레이 가기로.....,%.%,4주 전
이왜진(이게 왜 진짜),이왜진...? 이..왜...진...? 며칠 전에 근무하면서 코로나 12개월짜리 애기 assign을 한 적이 있다 고열에 seizure까지 하는 아가여서 보호장비는 커녕 그냥 덴탈 마스크를 끼고 부랴부랴 한 세 번 정도 들어간 것 같다 그때 이후로 목이 칼칼하고 다음날엔 목이 완전히 쉬더니 그...,애토리의 행복일기,4주 전
아 바쁘다 바빠 현대사회,정주한 왜 응원법 다 알고 있는데 이왜진; 아침부터 피 봄 ㄷㄷㄷㄷㄷ 웨딩슈즈 못신을 위기에 처함 크록스 신고 입장각 이거 입고 신행 가고 싶었는데 정주한 왜 살 안빠져 정민오빠 만난다고 멋부리고 옴; ㅋㅋㅋㅋ 짜증나게 귀엽게 생김 정민 오빠 덕분에 주한이 맛난거...,챙.log,4주 전
듣고 자위하고 사정하라,ㅅㅂ 이왜진 ㅋㅋ,금딸검찰청- 금딸●[Since 2006 - 네이버 공식 금딸카페]●,4주 전
데더다 - 이왜진?,아빠 엄마 진심으로 무한 감사에서 빵 터졌네 ㅋㅋㅋㅋㅋㅋㅋㅋ 어 이상하다. 왜 자꾸 머리에 맴돌지? ㅋㅋㅋ,수잔의 뒷주머니,4주 전
8월 파리 생제르맹 VS 전북현대 직관 후기,그리고 강인이 교체투입의 순간 후반 68분에 교체투입 됐다ㅏ ㄷㄷㄷㄷ 이왜진 네이마르 멀티골 ⚽️⚽️ ✋ !!! 파리 생제르맹 세번째골 ⚽️⚽️⚽️ 경기 끝나고 인터뷰하는 강인 전광판에 강인 비춰질 때마다 함성소리 ㄹㅈㄷ 전광판으로라도 보여줘서 고마워요...,숨로그,4주 전
병풍 즐겜러의 낭만 : BBQ황금클리버게임 참가후기,메인룸 이왜진? 데매는 자연님이 이기셨다 5회전 대령님잠탈 6회전 : 메인매치 [빙고 옥션] 데스매치 [혼돈] 리뷰쓰다보니까 귀찮아져서 이제부턴 짧게 쓰겟습니다.. 이 이후로 물개 활약이 딱히 없어요 장기적관점의치킨연합방 자연-물개 갠 성규-물개 갠 이번에도 세 개의...,지니어즈 : 더 지니어스 팬카페,4주 전
2023년 9월 일상 들고 왔읍니다.,그리고 이왜진 네 저희 넷을 진짜 진심으로 너무 응원해요 제발행복하쇼제발화목하쇼 우히히 이때 예지에게 처음 듣고… 그 후 정말 10번 넘게 들었어요 ㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ 좋은 말씀 감사합미다 모두… 그리고 수요일 휘랑 로뎀스 동연을 보러 갔어요 우리...,기록이라는 쓸모,4주 전
6월 4주차,이왜진? 아니 이게 왜 되는데..! 담날. 브런치로 한우 먹는 집은 우리 뿐이에요. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사실 고기 먹으러 왔슴다. 출근한 오빠를 뒤로 하고 카페에 들려요. 부여엔 참 초록초록한 카페가 많아요. 고앵쓰가 맞아주는 이 곳 ㅠㅠㅠㅠ 하 귀여워...,특별한 보통날,4주 전
버거킹 신메뉴 블루치즈소스양상추양파블루치즈소스피클화이트슬라이스와퍼패티와퍼패티화이트슬라이스와퍼패티와퍼패티화이트슬라이스블루치즈소스 맥시멈4 출시,이왜진,아카이브 스튜디오 Akaiv Studio,4주 전
버거킹 신메뉴 블루치즈소스양상추양파블루치즈소스피클화이트슬라이스와퍼패티와퍼패티화이트슬라이스와퍼패티와퍼패티화이트슬라이스블루치즈소스 맥시멈4 출시,이왜진? 배달 어플엔 블양양 맥시멈이라 표기되네요,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
원신 대체 어디까지 침투하는가?,멀티게임 커스텀 스킨인데 이왜진??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ 미방,원신 공식카페,4주 전
핸님들 저 레고랜드 가여,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
♤♥︎전동기 사용 $$ 괴성을 지르는~ ₩♧◆ 훅 가버리네요★♡,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
개 힘들다,출처: https://www.mule.co.kr/m/humor/60962174 이왜진??,러끼일레븐,4주 전
검은콩낫또는 실존한다,이왜진 고소한 검은콩이랑 짠 간장이랑 알싸한 겨자의 조합은 좀 별로긴 하네요,버쿠광역시 :: 버츄얼 스트리머 류채경 팬카페,4주 전
미국에서도 족발을 먹을까???,족발 피클 미국 남부와 멕시코 일부에서 먹는다고. 차갑고 아주 짠 돼지족발이라고 한다... 이왜진.. 냉채족발 먹고 싶다... 하지만 난 마늘보쌈 좋아한다...,허니하이브 [허니츄러스 팬카페],4주 전
[은퇴스터디 4기] 은퇴 준비는 어떻게 해야 하는지 궁금하다면 꼭 들으세요!!,"(이게 단돈 만원이고, 줌강의 올참석+미션 올클리어하면 수강료 환급도 해준대요, 이왜진?) 당분간 은퇴스터디 쉬신다고 하셨는데, 혹시나 은퇴스터디 아직 안들으신 분들은 이거 오픈하면 꼭 들으세요!! 만원으로 내 은퇴 이후의 삶이 바뀐는데 듣지 않을 이유가 없잖아요?!!!...","요즘것들의 재테크 커뮤니티 (주식, 부동산, N잡, 파이어족, MZ)",4주 전
이강인 아웃프론트 어시-음단장 마무리,이왜진…?,Manchester City World : 맨체스터 시티 월드,4주 전
갓이 갓에게 갓을 바치며 갓이 갓을 들으면서 그 갓을 받아서 갓을 쓰는 영상,https://youtu.be/WXr4h7XYlHA?t=77 이왜진 8강 일정 맛있게 나옴,감블러,4주 전
이비온=스토리,완전 대성공을 하였습니다. 단 두달도 안지나서 70만의 구독자를 찍고 많은 인기를 누렸죠. 네 이비온이 스토리였던겁니다. 와.. 이게 진짜일줄은 상상도못했네요 그냥 뭐 그런가보다 하고 넘어갔는데 이왜진 이제 오늘 7시에 더 자세한 내용이 담긴 영상이 올라올것같네요.,"가상 KBO 리그, IKBOL",4주 전
왜 나와 이게 ㅋㅋ,제 명의로 된 일본산 메타몽(교배용) 뽑기위해서 흔들리는 풀숲 으로 레벨업 작을 하고 있었는데...!?? ???? 색이 왜 다른 거냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 심지어 빛부도 없어서 8192분의 1 확률인데 이왜진,맡끼미집 - 끼얼균 공식 팬카페,4주 전
역시 계공이 좋아하는사람은 좋은사람이야,계공이 좋아하는 사람은 다 착하고좋은사람 이건진짜다.,제5인격 공식 카페,4주 전
나라에서 허락한 욕,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
#record 26; それは星ほしだって君きみがおしえてくれた,"이왜진... 왕천 사장님 생신축하 기념으로 알바생 어셈블... ㅋㅋㅋㅋㅋㅋㅋ 거짓말처럼 6마리 들어온 것도 어이가 없습니다...ㅜ 한기대 최고 맛집, 요즘 진짜 점심 잘 챙겨먹는 것 같아요. 운동을 더 열심히 해야겠어요... 오늘은 빠샤 홍보부 열일 중... 중간점검 중입니닷...",黃昏,2023.09.30.
널 향한 내 마음은 wild and free,나경이만남 이왜진 반대편 창문보면서 멍때리고잇엇는데 너무 익숙한 얼굴이 있길래 옆을 봣더니 나경이엇음 와중에 둘다 포카 가지고 잇어서 이걸로 인증샷 찍은것도 웃김 ㅠ 성수명당에 갓어요 스테이크는 걍 그랫고 고등어초밥은 ㄱㅊ앗음 한강도 갓어 진짜오랜만이야...,spirée d’août,2023.09.30.
[Sep]9월이었다,힝 우리집 꼬질이 이젠 나이든 티 많이 나는 우리 애깅 포카전 포카칩 공식 협찬사라네여 이왜진 ㄱㅇㄱ 요즘엔 고양이 안보이네~했는데 바로 옆에 노벨이 노벨이 호랑이니? 그치 아무래도 호랑이가 고양이과니까 박사님 쩨고 신입생 스몰톡으로 다 가르쳐주시고 밥 나가서...,:),2023.09.30.
2022schooltrip,이왜진..?.?? 큐티하게 1일차 마무리❤️ ✈️20221013 신이 우리를 도왔는지.. 날씨가 기가막혀 분위기 모야모야>< 감귤을 땃습니다! 카트 탔는데 너무 못탐 운전에 재능 無.. 카트 근처에 있는 녹차밭 (녹차가 맞나..? 맞겠지) 바닷가에서 자유시간 타코 먹으러 옴!! 밥 먹구...,블로그명을 입력하세요.,2023.09.30.
차원홀 심각한 버그,이왜진?,서머너즈 워: 천공의 아레나 공식카페,2023.09.30.
999,심지어 두 칸도 아님 약간 남음 “미친얼굴” 세연이 수고 많았어 울지말고 앞으로도 목소리 듣고싶으면 자주 저나합시당~ 이왜진 공주 사진 세 개나 받음 수르빈아… 어이가 없음 걍 어이없는 point 2. 금곡인한테 낙동 시험기간 물어보는 박민경 1. 근데 그걸 대답해주는...,ゆんぢに⠀,2023.09.30.
3.,카페 이왜진 .. 둘이 거하게 마시고 ... 더보기 잘 쉬다 가요 호텔 스타일러에 옷 놓고 온 줄도 모른 채 이번에 새로 산 건디 평택 올라가다가 섭이 본가 잠깐 들리기 공주님 사랑해 다시 나와서 올라가는데 침수 될 것 같아서 빠꾸 휴가 연장 개꿀 공주님과 하룻밤 나 참치집...,Na,2023.09.30.
연휴를 알차게 쓰는 법이라 쓰고 혼자놀기라고 읽는다 (1),ㄴ 이왜진 - 그리하여 육지에서 6일을 더 살게 되었습니다 아니 다시 보니까 표가 한 달 전부터 없더라고요 으아아ㅏ안대 항공권은 미리미리 알아보는 습관을 들입시다 이러다가 3월 중순에 표 없다고 일본 출국 못하면 대참사이기 때문이죠 서류 열심히 다 준비해놓고 1일차...,뭐야포기하지마요,2023.09.30.
9월 일상 : make a wish,이왜진? 진짜 해줌 ㅋㅋㅋㅋㅋㅋㅋㅋ 언니 메세지 보고 해준 거 아니겠지만 ㅋㅋㅋㅋㅋㅋ 텔레파시 통했따 ❕ 집에 새벽 3시에 도착해서 씻고 자고 일어나면 왠지 목아플 거 같은 느낌에 목감기 약 하나 먹고 따뜻한 차 마시고 잤당! 집에서 아침 7시 30분에 나가서 다음날...,P R E C I O U S,2023.09.30.
보홀 가성비 리조트 추천 골든팜 리조트 디럭스룸 후기,"이왜진... 남편이 시킨 필리핀식 조식➰️ 밥의 종류, 고기 종류, 계란의 익힘 정도를 주문할때 선택할 수 있었다 근데 이거 먹고 국물이 없어 안되겠다며 내일은 저스트다이브 가자고한건 안비밀 ㅋㅋㅋㅋㅋㅋㅋㅋ 해장하기 힘들다 힘들어 요건 내가 시킨 아메리칸식 조식...",애살 가득 라미의 챌린지,2023.09.30.
[세븐틴끼리 카톡하기] 메리 체리 01. 입주자를 모집합니다!,아 이왜진!!!! 시바ㅠㅠ 러러러러허헣ㅋㅋㅋ 21살 최한솔 세봉 대학 심리학과 1학년 임돵 오 머리 터지겠다 와 맞아요 어떻게 아셨어요? 저도 좀 그런거 잘 봐요 혹시 심리.. 받아주지마요 장난치는 거니까... 아... ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오히려 좋네요 허... 무시해주세요 저런...,밤 되면 별이 되어 내게 내려와,2023.09.30.
풍성한 one가위,길바닥에 애기 씽씽카 버려져있길래 재밌게 타주기 악 엄마 손 좀 치워봐 누구냐 이 귀요미는 예뿌지 이왜진 썼던 탬버린즈 다 선물 받았던 것들이네 Fey9 지금 새로 하나 쓰고 있는데 요거 다 쓰면 이번엔 내돈내산으로 사야징 뭘로 사볼까나 하 15프로맥스 케이스 색깔...,_,2023.09.30.
